DATE,NAEXKP06ZAQ661S
2006-07-01,89.8666487980595
2006-10-01,93.1993896782613
2007-01-01,96.8920158112772
2007-04-01,92.8711292926876
2007-07-01,93.1972960783564
2007-10-01,98.8979412207345
2008-01-01,93.6801550636221
2008-04-01,98.2645607277397
2008-07-01,100.380677646417
2008-10-01,95.4511522815311
2009-01-01,81.3830079843957
2009-04-01,78.928382920801
2009-07-01,80.3442330493733
2009-10-01,81.1065376040742
2010-01-01,84.7224798984809
2010-04-01,86.3690607181171
2010-07-01,86.9653931447106
2010-10-01,88.538857783219
2011-01-01,86.7668967747573
2011-04-01,89.333893735967
2011-07-01,90.4367358888951
2011-10-01,90.4854018431424
2012-01-01,91.4873930440556
2012-04-01,90.4561415602778
2012-07-01,88.9615580526546
2012-10-01,90.0891113774494
2013-01-01,91.8558600975555
2013-04-01,93.6243341398756
2013-07-01,94.0785374151615
2013-10-01,94.9112935900696
2014-01-01,97.5469386718851
2014-04-01,93.7269947294534
2014-07-01,97.4371318463437
2014-10-01,99.4132087244175
2015-01-01,99.812371707126
2015-04-01,100.858598021318
2015-07-01,99.9711586493332
2015-10-01,99.357871736493
2016-01-01,101.79272107982
2016-04-01,103.92958047219
2016-07-01,98.9172384983289
2016-10-01,96.9904952410607
2017-01-01,97.9660155851034
2017-04-01,101.244091878005
2017-07-01,99.0161023669254
2017-10-01,102.306427647652
2018-01-01,99.8425689269616
2018-04-01,100.257518958902
2018-07-01,104.538770703828
2018-10-01,106.901475002545
2019-01-01,99.9646346981912
2019-04-01,99.572262243517
2019-07-01,99.3067140310608
2019-10-01,99.0627679333961
2020-01-01,98.6392748711389
2020-04-01,69.1709909624447
2020-07-01,88.7644349699683
2020-10-01,93.7107939391725
2021-01-01,94.7923256121026
2021-04-01,97.7117735467296
2021-07-01,91.0230768242002
2021-10-01,98.5977832307642
2022-01-01,102.260762601557
2022-04-01,102.475059733209
2022-07-01,104.487968543082
2022-10-01,101.138985571954
2023-01-01,105.490671159853
2023-04-01,106.426284469703
